,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,latitude,longitude,avg_rating,#cafes,#pubs
828,2634 College Ave,0,0,37.862483,-122.253881,0,2577,0.731,37.8622003,-122.2562077,3.95,1,0
829,2605 Ellsworth St,0,0,37.862528,-122.26244,0,1517,0.68,37.86349974,-122.2630132,4.025,1,0
830,1809 Blake St,0,0,37.862532,-122.273609,0,1909,1.017,37.8631346,-122.27337,4.05,2,2
831,2621 Regent St,0,0,37.862558,-122.257162,0,2350,0.67,37.8631144,-122.2565992,4.05,1,0
832,2335 7th St,0,0,37.862572,-122.294451,0,1416,2.022,37.862669,-122.2934877,4.075,5,2
833,2328 7th St,0,0,37.862579,-122.295135,0,1613,2.058,37.862669,-122.2945199,4.075,5,2
834,1708 Dwight Way,0,0,37.862587,-122.276006,0,1411,1.117,37.86294005,-122.2733918,4.05,3,2
835,2636 Etna St,0,0,37.862588,-122.25278,0,1421,0.751,37.8622003,-122.2562077,3.95,1,0
836,2314 Parker St,0,0,37.862591,-122.261784,0,1975,0.668,37.863501,-122.2630132,4.025,1,0
837,2620 Hillegass Ave,0,0,37.862593,-122.256611,0,2171,0.674,37.8631144,-122.2565992,4.05,1,0
838,2639 College Ave,0,0,37.862596,-122.25325,0,1995,0.739,37.8622003,-122.2562077,3.95,1,0
839,1823 Blake St,0,0,37.862598,-122.273102,0,2200,0.993,37.8631671,-122.2696081,4.05,1,2
840,1712 Dwight Way,0,0,37.862603,-122.275871,0,1320,1.111,37.86294005,-122.2733918,4.05,3,2
841,1543 Dwight Way,0,0,37.862613,-122.279656,0,1472,1.283,37.86263625,-122.2789605,4.1,3,2
842,Blake Street,0,1,37.862626,-122.27238,0,1300,0.962,37.8631346,-122.2692471,4.075,1,2
843,2417 Browning St,0,0,37.862628,-122.286766,0,1500,1.629,37.8635946,-122.2864022,4.075,5,2
844,2603 Ellsworth St,0,0,37.862637,-122.262411,0,2750,0.673,37.86349974,-122.2630132,4.025,1,0
845,2016 Blake St,0,0,37.862651,-122.268989,0,1757,0.834,37.8629718,-122.2648264,4.15,1,2
846,2221 Parker St,0,0,37.862675,-122.26393,0,1750,0.695,37.86359935,-122.2630209,4.025,1,1
847,2619 Regent St,0,0,37.862695,-122.257174,0,1827,0.661,37.8631144,-122.2565992,4.05,1,0
848,2337 8th St,0,0,37.8627,-122.293484,0,1200,1.97,37.86286041,-122.2934877,4.05,5,2
849,2635 College Ave,0,0,37.862707,-122.253259,0,2466,0.732,37.8622003,-122.2562077,3.95,1,0
850,2341 8th St,0,0,37.86271,-122.293328,0,1200,1.961,37.862669,-122.2934877,4.025,5,2
851,2419 Curtis St.,2,2,37.862714,-122.288325,1500,2100,1.705,37.8628405,-122.2867893,4.1,6,2
852,2617 Hillegass Ave.,1,2,37.862725,-122.256052,820,1550,0.673,37.86274705,-122.2565992,4,1,0
853,2618 Hillegass Ave,0,0,37.86273,-122.256626,0,1393,0.665,37.8631144,-122.2565992,4.05,1,0
854,2617 Hillegass Ave,0,0,37.862748,-122.25587,0,3168,0.675,37.86274705,-122.2565992,4,1,0
855,2398 Parker St,0,0,37.862756,-122.260514,0,2045,0.647,37.86386835,-122.2625817,4.05,0,0
856,2636 Warring St,0,0,37.862758,-122.250503,0,2141,0.81,37.86289485,-122.2520757,3.95,1,0
857,2617 Hillegass Ave,1,3,37.862759,-122.255945,870,1200,0.673,37.86274705,-122.2565992,4,1,0
858,2620 Benvenue Ave,0,0,37.862768,-122.255204,0,2766,0.685,37.86274705,-122.2565992,4,1,0
859,2620 College Ave,0,0,37.862773,-122.253915,0,2760,0.712,37.86234874,-122.2562096,3.95,1,0
860,2631 College Ave,0,0,37.862817,-122.253273,0,3600,0.725,37.8622271,-122.2562096,3.95,1,0
861,2644 Hillegass,0,2,37.862818,-122.25689,0,1697,0.656,37.8631144,-122.2565992,4.05,1,0
862,Parker at Ellsworth,0,4,37.862826,-122.26318,1800,1237,0.671,37.86359935,-122.2630209,4.025,1,1
863,2617 Hillegass Ave.,1,3,37.862827,-122.255881,810,1100,0.669,37.86274705,-122.2565992,4,1,0
864,2615 Regent St,0,0,37.862831,-122.25719,0,3125,0.652,37.8631144,-122.2565992,4.05,1,0
865,2223 Parker St,0,0,37.862849,-122.263961,0,1750,0.684,37.86359935,-122.2630209,4.025,1,1
866,2619 Benvenue Ave,0,0,37.862866,-122.254732,0,3136,0.688,37.86274705,-122.2564427,3.975,1,0
867,2332 9th St,0,0,37.862867,-122.292911,0,1500,1.936,37.86286041,-122.2934877,4.05,5,2
868,2618 College Ave,0,0,37.862875,-122.254029,0,2861,0.703,37.86274705,-122.2564427,3.975,1,0
869,2414 Parker St,0,0,37.862881,-122.259537,0,3295,0.636,37.86357146,-122.2605714,4.05,1,0
870,2633 Piedmont Ave,0,0,37.862884,-122.251084,0,1750,0.784,37.86289485,-122.2520757,3.95,1,0
871,2537 Fulton St,0,0,37.862887,-122.264625,0,2876,0.695,37.86359935,-122.2641139,4.05,1,1
872,2622 College,0,1,37.8629,-122.254164,0,995,0.698,37.86274705,-122.2564427,3.975,1,0
873,2227 Parker St,0,0,37.862901,-122.263575,0,1370,0.673,37.86359935,-122.2630209,4.025,1,1
874,1039 Channing Way,0,0,37.862902,-122.290712,0,1750,1.822,37.86313595,-122.2933186,4.05,4,2
875,2610 Regent St,0,0,37.862923,-122.257951,0,2576,0.639,37.8631144,-122.2565992,4.05,1,0
876,2436 California St,0,0,37.862924,-122.279317,0,2538,1.256,37.86263625,-122.2783911,4.1,3,2
877,2334 10th St,0,0,37.862949,-122.291718,0,2920,1.873,37.86315586,-122.2934877,4,4,2
878,2124 Blake St,0,0,37.86295,-122.266068,0,1848,0.727,37.8643777,-122.2641139,4.075,1,2
879,2610 Benvenue Ave,0,0,37.862972,-122.255335,0,3000,0.669,37.86274705,-122.2565992,4,1,0
880,2536 Fulton St,0,0,37.862979,-122.265123,0,2796,0.701,37.86421605,-122.2641139,4.05,1,1
881,0 0,0,1,37.863,-122.2749,0,2680,1.052,37.864095,-122.2733918,4.025,3,2
882,2626 Etna St,0,0,37.863003,-122.252823,0,1825,0.725,37.86300785,-122.2559666,3.95,1,0
883,2610 Hillegass Ave,0,0,37.863019,-122.256654,0,2717,0.645,37.8631144,-122.2565992,4.05,1,0
884,2420 Acton St,0,0,37.863029,-122.283435,0,2900,1.452,37.86402505,-122.2863427,4,4,1
885,2331 Ninth Street,0,1,37.86303,-122.292488,0,1550,1.911,37.86315586,-122.2934877,4,4,2
886,1709 Dwight Way,0,0,37.863033,-122.276248,0,3670,1.11,37.864095,-122.2733918,4.05,3,2
887,2172 Blake St,0,0,37.863043,-122.265349,0,1886,0.703,37.86421605,-122.2641139,4.05,1,1
888,2198 Blake St,0,0,37.863065,-122.265177,0,2796,0.697,37.86421605,-122.2641139,4.05,1,1
889,2618 College Ave,3,4,37.863068,-122.254185,2000,2562,0.687,37.86274705,-122.2564427,3.975,1,0
890,2611 Benvenue Ave,0,0,37.863077,-122.254574,0,1800,0.678,37.86274705,-122.2564427,3.975,1,0
891,2608 Benvenue Ave,0,0,37.863081,-122.255343,0,3650,0.662,37.86274705,-122.2565992,4,1,0
892,1713 Dwight Way,0,0,37.8631,-122.27612,0,2312,1.102,37.864095,-122.2733918,4.05,3,2
893,2315 Parker St,0,0,37.863101,-122.262019,0,1762,0.636,37.863501,-122.2630132,4.025,1,0
894,2424 Spaulding Ave,0,0,37.863109,-122.280486,0,1736,1.306,37.86263625,-122.2799792,4.15,4,1
895,2331 9th St,0,0,37.863135,-122.292242,0,1473,1.896,37.86315586,-122.2934877,4,4,2
896,2456 Parker St,0,0,37.863142,-122.25797,0,2192,0.624,37.8631144,-122.2598497,4.05,1,0
897,2620 Regent St,3,4,37.863159,-122.258139,1750,1623,0.621,37.8631144,-122.2598497,4.05,1,0
898,2212 Blake St,0,0,37.863168,-122.26438,0,2132,0.672,37.86359935,-122.2641139,4.05,1,1
899,2023 Blake St,0,0,37.863175,-122.26869,0,1336,0.796,37.86361635,-122.2682694,4.125,1,2
900,2537 Ellsworth St,0,0,37.863181,-122.26239,0,1966,0.636,37.863501,-122.2630132,4.025,1,0
901,2329 Parker St,0,0,37.863185,-122.26137,0,2200,0.624,37.863501,-122.2625817,4.025,0,0
902,2529 Fulton St,0,0,37.863202,-122.264925,0,2741,0.683,37.86359935,-122.2641139,4.05,1,1
903,2414 Parker,0,2,37.863214,-122.260205,0,1647,0.615,37.86386835,-122.2625817,4.05,0,0
904,2606 Benvenue Ave,0,0,37.863232,-122.255017,0,2701,0.659,37.86320411,-122.2566795,3.975,1,0
905,2202 Blake St,0,0,37.863243,-122.264696,0,2741,0.675,37.86359935,-122.2641139,4.05,1,1
906,2620 Hillegass,0,1,37.863259,-122.256939,0,3195,0.626,37.86386196,-122.2566795,4.05,1,0
907,2629 Piedmont Ave,0,0,37.863274,-122.251024,0,1850,0.764,37.86289485,-122.2520757,3.95,1,0
908,2021 Blake St,0,0,37.863281,-122.268739,0,1336,0.792,37.86361635,-122.2682694,4.125,1,2
909,2617 College Ave,0,0,37.863285,-122.253318,0,1972,0.695,37.8634049,-122.2561464,3.975,1,0
910,2460 Parker St,0,0,37.863287,-122.25779,0,2192,0.615,37.86386196,-122.2566795,4.05,1,0
911,2618 Hillegass Avenue,0,5,37.863295,-122.256943,0,1399,0.623,37.86386196,-122.2566795,4.05,1,0
912,2535 Ellsworth St,0,0,37.8633,-122.262414,0,2346,0.628,37.863501,-122.2630132,4.025,1,0
913,2232 Blake St,0,0,37.863305,-122.263353,0,2500,0.643,37.86359935,-122.2630209,4.025,1,1
914,1805 Dwight Way,0,0,37.863329,-122.274014,0,1200,0.999,37.864095,-122.2700641,4.025,2,2
915,2240 Blake St,0,0,37.863344,-122.26306,0,2775,0.635,37.86359935,-122.2630132,4.025,1,0
916,2541 Dana St,0,0,37.863347,-122.260141,0,1794,0.605,37.86386835,-122.2625817,4.05,0,0
917,2435 Jefferson Ave,0,0,37.863383,-122.277514,0,1679,1.155,37.864095,-122.2773654,4.05,3,2
918,2371 San Pablo Ave,0,0,37.863398,-122.290038,0,1775,1.776,37.86315586,-122.2927944,4.05,4,2
919,2532 Dana St,0,0,37.863402,-122.260686,0,1287,0.604,37.86386835,-122.2625817,4.05,0,0
920,1927 Dwight Way,1,2,37.863406,-122.271896,782,1247,0.906,37.86361635,-122.2690051,4.075,1,2
921,1931 Dwight Way,1,1,37.863418,-122.271807,374,1595,0.902,37.86361635,-122.2689606,4.075,1,2
922,834 Bancroft Way,0,0,37.863435,-122.295455,0,2725,2.056,37.86439645,-122.2948525,3.95,3,1
923,1927 Dwight Way,0,0,37.863453,-122.271485,0,2236,0.887,37.86361635,-122.2687996,4.075,1,2
924,2012 Dwight Way,0,0,37.863479,-122.269096,0,1475,0.794,37.86358385,-122.2682694,4.125,1,2
925,2428 McGee Ave,0,0,37.863495,-122.27707,0,1175,1.131,37.864095,-122.2751097,4.05,3,2
926,2131 Blake St,0,0,37.863502,-122.265957,0,888,0.691,37.8643777,-122.2641139,4.075,1,2
927,1322 Channing Way,1,2,37.863511,-122.285465,1444,1650,1.54,37.8638176,-122.2863449,3.975,4,1
928,2020 Dwight Way,0,0,37.863525,-122.268766,0,1500,0.78,37.86361635,-122.2682694,4.125,1,2
929,Regent St at Parker St.,1,2,37.863526,-122.25818,860,1700,0.596,37.86357146,-122.25993,4.05,1,0
930,2529 Ellsworth St,0,0,37.863529,-122.262572,0,1904,0.615,37.863501,-122.2630132,4.025,1,0
931,2511 Parker st,0,1,37.863536,-122.258058,0,1995,0.596,37.86386196,-122.2566795,4.05,1,0
932,2232 Blake St.,1,2,37.863538,-122.264485,1000,1400,0.651,37.86421605,-122.2630739,4.025,1,1
933,2535 Chilton Way,0,0,37.86356,-122.259497,0,3150,0.589,37.86386835,-122.2623627,4.05,0,0
934,2028 Dwight Way,0,0,37.863572,-122.268399,0,2179,0.765,37.86509659,-122.267957,4.125,1,2
935,2511 Parker St,0,0,37.863577,-122.257061,0,2197,0.603,37.86386196,-122.2566795,4.05,1,0
936,2515 Parker St,0,0,37.863581,-122.256882,0,2197,0.605,37.86357146,-122.2566795,4.05,1,0
937,2030 Dwight Way,0,0,37.863593,-122.268239,0,2258,0.758,37.8650468,-122.264514,4.15,1,2
938,2435 Grant St,0,0,37.863605,-122.274106,0,1588,0.992,37.864095,-122.2701319,4.025,2,2
939,2508 Shattuck Ave,0,0,37.863613,-122.26764,0,2459,0.737,37.8650468,-122.264514,4.15,1,2
940,2540 Regent St,0,0,37.863621,-122.257635,0,2810,0.594,37.86386196,-122.2566795,4.05,1,0
941,Milvia St at Dwight Way,0,4,37.863626,-122.27028,0,1098,0.831,37.86366614,-122.2683956,4.1,1,2
942,2519 Parker St,0,0,37.863631,-122.256578,0,2746,0.605,37.86386835,-122.2582869,4.025,0,0
943,2615 Parker St,0,0,37.863651,-122.255564,0,3805,0.621,37.86357146,-122.2566795,4.025,1,0
944,2506 Shattuck Ave,0,0,37.863661,-122.267746,0,2459,0.737,37.8650468,-122.264514,4.15,1,2
945,2535 Ellsworth St.,2,2,37.863668,-122.263264,700,1300,0.618,37.86359935,-122.2630209,4.025,1,1
946,2623 Parker St,0,0,37.863669,-122.255216,0,2900,0.627,37.86333656,-122.256457,3.95,1,0
947,2313 9th St,0,0,37.86368,-122.29242,0,1827,1.893,37.86402626,-122.2934877,3.95,3,2
948,2529 Dana St,0,0,37.863684,-122.260273,0,1650,0.582,37.86386835,-122.2625817,4.05,0,0
949,1909 Dwight Way,0,0,37.863687,-122.271612,0,2400,0.882,37.86361635,-122.2688631,4.075,1,2
950,1921 Dwight Way,0,0,37.863694,-122.271309,0,1370,0.869,37.86361635,-122.2687116,4.075,1,2
951,1937 Dwight Way,0,0,37.8637,-122.270332,0,1875,0.83,37.86366614,-122.2683956,4.1,1,2
952,2215 Blake St,0,0,37.863702,-122.2644,0,2263,0.639,37.86421605,-122.2630739,4.025,1,1
953,1919 Dwight Way,0,0,37.863707,-122.271453,0,2002,0.874,37.86361635,-122.2687836,4.075,1,2
954,1931 Dwight Way,0,0,37.863708,-122.270966,0,1543,0.855,37.86361635,-122.2685401,4.075,1,2
955,2541 Regent St,0,0,37.863717,-122.25728,0,2239,0.591,37.86415885,-122.2571069,4.05,0,0
956,2433 Grant St,0,0,37.863745,-122.27412,0,1636,0.987,37.864095,-122.2701389,4.025,2,2
957,2030 Dwight Way,0,2,37.863748,-122.269484,0,1297,0.795,37.8650468,-122.2681413,4.125,1,2
958,2555 Benvenue Ave,0,0,37.863766,-122.254708,0,2563,0.631,37.86386196,-122.256457,3.95,1,0
959,2414 sacramento,0,1,37.863769,-122.281637,0,1625,1.341,37.86263625,-122.2799792,4.15,4,1
960,2414 California St,0,0,37.863781,-122.279468,0,2000,1.235,37.864095,-122.2793828,4.05,4,2
961,2405 Sacramento St,0,0,37.863787,-122.280889,0,1878,1.304,37.86263625,-122.2799792,4.1,5,1
962,2537 Regent St,0,0,37.863816,-122.257597,0,2008,0.581,37.86415885,-122.2571069,4.05,0,0
963,Blake at Ellsworth,0,1,37.863826,-122.26328,0,2495,0.608,37.86359935,-122.2630209,4.025,1,1
964,2334 Browning St,0,0,37.863831,-122.287654,0,1975,1.643,37.864465,-122.2867893,4,5,2
965,2235 Blake St,0,0,37.863835,-122.263378,0,2900,0.609,37.86359935,-122.2630209,4.025,1,1
966,2601 Etna St,0,0,37.863848,-122.252333,0,1654,0.69,37.86386196,-122.255765,3.95,1,0
967,2450 Milvia St,0,0,37.863869,-122.270211,0,1875,0.817,37.86509659,-122.2681502,4.1,1,2
968,2550 College Ave,0,0,37.863874,-122.254106,0,1649,0.639,37.86386196,-122.2562267,3.95,1,0
969,2128 Dwight Way,0,0,37.863892,-122.266388,0,611,0.681,37.864817,-122.2641465,4.125,1,2
970,2425 Grant St,0,0,37.863901,-122.274138,0,2185,0.981,37.864095,-122.2701479,4.025,2,2
971,0 0,1,1,37.863911,-122.272253,500,1800,0.899,37.86361635,-122.2691836,4.05,1,2
972,2325 Blake St,0,0,37.863922,-122.261613,0,1556,0.576,37.863501,-122.2626701,4.025,1,0
973,2126 Dwight Way,0,0,37.863927,-122.266497,0,611,0.682,37.864817,-122.2641465,4.125,1,2
974,2532 Regent St,0,0,37.863929,-122.257951,0,1320,0.57,37.86415885,-122.2571069,4.05,0,0
975,2422 Grant St,0,0,37.863957,-122.274837,0,2581,1.011,37.864095,-122.2733918,4.025,3,2
976,2540 Benvenue Ave,0,0,37.863969,-122.255444,0,1738,0.603,37.86599795,-122.2577199,3.95,0,0
977,2545 Benvenue Ave,0,0,37.863973,-122.25467,0,1387,0.619,37.86652335,-122.2568844,3.975,0,0
978,2309 Blake St,0,0,37.863974,-122.262339,0,1514,0.582,37.863501,-122.2626701,4.025,1,0
979,2418 Roosevelt Ave,0,0,37.863981,-122.275977,0,1200,1.062,37.864095,-122.2733918,4.025,3,2
980,2511 Fulton St,0,0,37.863994,-122.265015,0,2719,0.636,37.86449574,-122.2641139,4.075,1,1
981,2535 Regent St,0,0,37.864002,-122.257308,0,1787,0.571,37.86415885,-122.2571069,4.05,0,0
982,0 0,0,1,37.864012,-122.273369,0,2200,0.943,37.864095,-122.2697416,4.025,2,2
983,2317 Blake St,0,0,37.864015,-122.262015,0,863,0.575,37.8658655,-122.2626701,4.025,1,0
984,2321 Blake St,0,0,37.864035,-122.261878,0,1843,0.572,37.8658655,-122.2626701,4.025,1,0
985,2208 Dwight Way,0,0,37.864039,-122.264675,0,1707,0.625,37.86438205,-122.2641139,4.05,1,1
986,2740 PARKER STREET,2,5,37.864063,-122.252083,2100,1650,0.686,37.86386196,-122.2555867,3.95,1,0
987,2327 Blake St,0,0,37.864064,-122.261654,0,1556,0.567,37.863501,-122.2626701,4.025,1,0
988,2421 Grant St,0,0,37.864073,-122.274153,0,1320,0.975,37.864095,-122.2701554,4.025,2,2
989,1914 Haste St,0,0,37.864078,-122.271491,0,1543,0.859,37.86509659,-122.2688026,4.075,1,2
990,2540 College Ave,0,0,37.86408,-122.254124,0,1664,0.626,37.86652335,-122.2568374,3.95,0,0
991,2427 McKinley Ave,0,0,37.864082,-122.273017,0,1658,0.925,37.86552545,-122.2695656,4.025,2,2
992,2122 Dwight Way - 5,1,1,37.864093,-122.267253,350,1600,0.697,37.8648515,-122.264514,4.15,1,2
993,2204 Dwight Way,0,0,37.864096,-122.264945,0,3400,0.628,37.86449574,-122.2641139,4.075,1,1
994,2331 Blake St,0,0,37.8641,-122.261376,0,1594,0.562,37.86386835,-122.2625817,4.05,0,0
995,1916 Haste St,0,0,37.864101,-122.271298,0,1400,0.85,37.86509659,-122.2687061,4.075,1,2
996,2422 McKinley Ave,0,0,37.864102,-122.273709,0,1516,0.954,37.864095,-122.2699334,4.025,2,2
997,2534 Benvenue Ave,0,0,37.864104,-122.255453,0,2247,0.594,37.86623285,-122.2575019,3.975,0,0
998,2200 Dwight Way,0,0,37.864106,-122.265079,0,2719,0.631,37.86449574,-122.2641139,4.075,1,1
999,2222 Dwight Way,0,0,37.864113,-122.264134,0,1107,0.607,37.86449574,-122.2630739,4.05,1,1
1000,925 Bancroft Way,0,0,37.864115,-122.294295,0,2350,1.982,37.8650859,-122.2950336,3.95,3,1
1001,2409 Jefferson Ave,0,0,37.864116,-122.277885,0,1523,1.148,37.864095,-122.2773654,4.05,3,2
1002,1920 Haste St,0,0,37.864125,-122.271117,0,1912,0.842,37.86509659,-122.2686156,4.075,1,2
1003,2740 PARKER STREET,0,5,37.864131,-122.252147,0,1650,0.68,37.86386196,-122.2556187,3.95,1,0
1004,2423 Blake Street,0,4,37.864141,-122.260107,0,1248,0.55,37.86386835,-122.2623627,4.05,0,0
1005,2531 Regent St,0,0,37.864145,-122.257326,0,1167,0.561,37.86415885,-122.2571069,4.05,0,0
1006,2228 Dwight Way,0,0,37.864147,-122.263878,0,2007,0.599,37.86449574,-122.2630739,4.05,1,1
1007,1924 Haste St,0,0,37.864148,-122.270946,0,1887,0.834,37.86509659,-122.2685301,4.075,1,2
1008,2740 PARKER STREET,2,5,37.864165,-122.252985,2100,1650,0.652,37.86386196,-122.2560377,3.95,1,0
1009,1930 Haste St,0,0,37.86417,-122.270771,0,1800,0.825,37.86509659,-122.2683254,4.1,1,2
1010,0 0,0,1,37.864173,-122.256417,0,850,0.572,37.86652335,-122.2571069,4.025,0,0
1011,2530 Hillegass Ave,0,0,37.864178,-122.256771,0,2022,0.566,37.86652335,-122.2571069,4.025,0,0
1012,2341 Acton St,0,0,37.864187,-122.283024,0,2150,1.399,37.86402505,-122.2867298,4.025,4,1
1013,2230 Dwight Way,0,0,37.864191,-122.263534,0,2435,0.589,37.86438205,-122.2630209,4.025,1,1
1014,1932 Haste St,0,0,37.864194,-122.270597,0,1658,0.817,37.86509659,-122.2682384,4.1,1,2
1015,2515 Dana St,0,0,37.864195,-122.260414,0,1577,0.548,37.86386835,-122.2625817,4.05,0,0
1016,2226 7th St,0,0,37.864197,-122.29566,0,1979,2.052,37.8650859,-122.2950336,3.95,3,1
1017,2507 Ellsworth St,0,0,37.864212,-122.262742,0,1700,0.573,37.86596385,-122.2626701,4.025,1,0
1018,2803 Parker St,0,0,37.864216,-122.251115,0,2208,0.71,37.86386196,-122.2551027,3.95,1,0
1019,2727 Parker St,0,0,37.864224,-122.252243,0,1967,0.672,37.86386196,-122.2556667,3.95,1,0
1020,2534 Piedmont Avenue,0,2,37.864233,-122.251697,0,1350,0.689,37.86386196,-122.2553937,3.95,1,0
1021,0 0,0,1,37.86425,-122.264593,0,1990,0.61,37.86438205,-122.2641139,4.05,1,1
1022,2537 Benvenue Ave,0,0,37.864251,-122.254626,0,1740,0.603,37.86652335,-122.2568844,3.975,0,0
1023,2220 Dwight,0,1,37.864267,-122.26485,0,1990,0.615,37.86449574,-122.2641139,4.075,1,1
1024,2224 Dwight Way,0,0,37.864272,-122.264159,0,1107,0.598,37.86449574,-122.2630739,4.05,1,1
1025,2525 Regent St,0,0,37.864288,-122.257339,0,1494,0.552,37.86415885,-122.2571069,4.05,0,0
1026,2535 College Ave,0,0,37.864298,-122.253589,0,2345,0.627,37.86652335,-122.2563397,3.975,0,0
1027,2417 Blake St,0,0,37.864309,-122.259728,0,2431,0.538,37.86386835,-122.2623627,4.05,0,0
1028,2226 Dwight Way,0,0,37.864319,-122.264003,0,2007,0.591,37.86449574,-122.2630739,4.05,1,1
1029,Dwight at Fulton,0,4,37.864326,-122.26578,0,1300,0.638,37.864817,-122.2641465,4.125,1,2
1030,2536 Piedmont Ave,0,0,37.864333,-122.251734,0,1725,0.683,37.86386196,-122.2554122,3.95,1,0
1031,2534 Benvenue Ave,1,1,37.864334,-122.255452,548,2150,0.579,37.86623285,-122.2577239,4,0,0
1032,2423 Blake St,0,0,37.864335,-122.259522,0,3300,0.536,37.86386835,-122.2623627,4.05,0,0
1033,2324 Dwight Way,0,0,37.864337,-122.261662,0,1548,0.549,37.8658655,-122.2626701,4.025,1,0
1034,2314 Dwight Way,0,0,37.86435,-122.262329,0,2355,0.557,37.86623285,-122.2626701,4.05,1,0
1035,2428 Milvia St,0,0,37.864355,-122.270058,0,1925,0.788,37.86509659,-122.2681502,4.1,1,2
1036,2531 Benvenue Ave,0,0,37.864363,-122.254951,0,1138,0.588,37.86652335,-122.2568844,4,0,0
1037,2536 College Ave,0,0,37.864365,-122.254124,0,2288,0.609,37.86652335,-122.2568374,3.975,0,0
1038,2503 Ellsworth St,0,0,37.864367,-122.2628,0,1457,0.564,37.86596385,-122.2626701,4.025,1,0
1039,2546 Warring St,0,0,37.864371,-122.250539,0,3621,0.723,37.86386196,-122.2520223,3.95,1,0
1040,2320 Bonar St,0,0,37.864379,-122.286714,0,2000,1.582,37.8646064,-122.2864022,4,5,2
1041,2304 Dwight Way,0,0,37.864381,-122.262639,0,1734,0.56,37.86596385,-122.2626701,4.025,1,0
1042,Jefferson at Channing,1,2,37.864385,-122.277946,725,975,1.142,37.864095,-122.2772045,4.05,3,2
1043,2539 College Ave,0,0,37.864386,-122.253427,0,2345,0.627,37.86652335,-122.2562587,3.975,0,0
1044,2550 Telegraph Ave,0,0,37.864395,-122.258764,0,1699,0.533,37.86415885,-122.2603574,4.05,0,0
1045,2310 Dwight Way,0,0,37.864399,-122.262497,0,1834,0.557,37.86596385,-122.2626701,4.025,1,0
1046,2322 Bonar St,0,0,37.86441,-122.286528,0,2000,1.572,37.8646064,-122.2864022,3.975,4,2
1047,2423 Blake St.,0,3,37.864419,-122.248406,0,1331,0.804,37.86300785,-122.2514987,3.95,1,0
1048,2521 Regent St,0,0,37.864431,-122.257355,0,1398,0.542,37.86415885,-122.2571069,4.05,0,0
1049,2509 Dana St,0,0,37.864444,-122.260352,0,941,0.531,37.86386835,-122.2623627,4.05,0,0
1050,2534 Piedmont Ave,0,0,37.864453,-122.251818,0,2976,0.673,37.86386196,-122.2554541,3.95,1,0
1051,1921 Haste St,0,0,37.864462,-122.271175,0,3420,0.829,37.86509659,-122.2686446,4.1,1,2
1052,1128 Bancroft Way,0,0,37.864467,-122.289279,0,2148,1.713,37.864465,-122.2909754,3.95,3,2
1053,2520 Hillegass Ave,0,0,37.86447,-122.256706,0,2321,0.548,37.86652335,-122.2571069,4.025,0,0
1054,2520 Regent St,0,0,37.864474,-122.257954,0,1543,0.533,37.86415885,-122.2571069,4.05,0,0
1055,2233 Dwight Way,0,0,37.864484,-122.263687,0,4359,0.574,37.86669424,-122.2630209,4.05,1,1
1056,Channing Way at California Street,0,2,37.864487,-122.278883,0,1925,1.184,37.8653398,-122.2783911,4.075,4,2
1057,2308 Dwight Way,0,0,37.86449,-122.262555,0,1834,0.552,37.86596385,-122.2626701,4.025,1,0
1058,2246 10th St,0,0,37.864493,-122.292054,0,1320,1.857,37.86439645,-122.2932961,3.95,3,1
1059,2217 Dwight Way,0,0,37.864507,-122.264476,0,1878,0.591,37.86669424,-122.2641139,4.075,1,1
