address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs
2726 Dwight Way,0,0,37.865587,-122.252504,0,2281,0.589,3.975,0,0
2727 Ashby Pl,0,0,37.857901,-122.252357,0,2455,1.054,3.975,2,0
2727 Haste St,0,0,37.866974,-122.252782,0,3566,0.509,4.1,1,2
2727 Park St,0,0,37.857299,-122.283102,0,1967,1.647,4.15,6,1
2727 Parker St,0,0,37.864224,-122.252243,0,1967,0.672,3.95,1,0
2728 Benvenue Ave,0,0,37.860601,-122.254968,0,1906,0.831,4,2,0
2728 Benvenue Ave,0,1,37.861412,-122.255394,0,1795,0.77,3.975,1,0
2728 Channing Way,0,0,37.867377,-122.252858,0,967,0.487,4,3,1
2728 Haste St,0,0,37.866439,-122.252617,0,1153,0.541,4.1,1,2
2729 Dwight Way,0,0,37.866089,-122.252456,0,1658,0.565,3.975,0,0
2730 10th St,0,0,37.856475,-122.289637,0,2030,1.97,4.1,4,1
2730 College Avenue,0,4,37.860658,-122.253671,2300,1587,0.851,3.975,1,0
2730 Garber St,0,0,37.860516,-122.251848,0,2500,0.901,3.925,1,0
2731 Durant Ave,0,1,37.868603,-122.25337,0,930,0.412,4.125,1,2
2731 Grant St,0,0,37.858429,-122.273056,0,1776,1.201,4.1,4,1
2732 Benvenue Ave,0,0,37.860454,-122.254991,0,2437,0.84,4,2,0
2732 Haste St,0,0,37.866488,-122.252383,0,2131,0.548,3.95,0,0
2732 Hillegass Ave,0,0,37.8604,-122.256121,0,2310,0.828,4,2,0
2733 Russell St,0,0,37.858833,-122.25166,0,2175,1.01,4,2,0
2734 Piedmont Ave,0,0,37.86101,-122.251261,0,897,0.887,3.95,1,0
2735 Durant Ave,0,0,37.868763,-122.252884,0,2600,0.428,4.1,0,0
2735 Regent St,0,0,37.860333,-122.256731,0,1540,0.826,3.975,2,0
2736 Grant St,0,0,37.858248,-122.273575,0,1463,1.228,4.1,4,0
2737 Benvenue Ave,0,0,37.860353,-122.254253,0,1899,0.859,4,2,0
2737 Dwight Way,0,0,37.866086,-122.252193,0,2175,0.575,3.975,0,0
2737 Forest Ave,0,0,37.861564,-122.251727,0,2995,0.841,3.95,1,0
2737 Garber St,0,0,37.860963,-122.25195,0,2497,0.872,3.925,1,0
2737 Grant St,0,0,37.858218,-122.272945,0,2294,1.208,4.075,4,0
2738 Milvia St,0,0,37.858541,-122.269393,0,2015,1.081,4.05,2,0
274 40th street,0,2,37.826192,-122.254744,0,1175,3.177,4.05,1,0
2740 College Ave,0,0,37.86038,-122.253741,0,2474,0.867,3.975,2,0
2740 PARKER STREET,2,5,37.864063,-122.252083,2100,1650,0.686,3.95,1,0
2740 PARKER STREET,0,5,37.864131,-122.252147,0,1650,0.68,3.95,1,0
2740 PARKER STREET,2,5,37.864165,-122.252985,2100,1650,0.652,3.95,1,0
2741 College Ave,0,0,37.860506,-122.253112,0,2419,0.872,3.95,1,0
2741 Dwight Way,0,0,37.866095,-122.251998,0,2654,0.582,3.95,4,1
2745 Hillegass Ave,0,0,37.860146,-122.255474,0,2189,0.853,3.975,2,0
2747 College Ave,0,0,37.860343,-122.253095,0,2413,0.883,3.95,2,0
2747 Haste St,0,0,37.866965,-122.25214,0,2428,0.535,3.95,0,0
2747 Haste St.,1,1,37.866866,-122.2536,726,2995,0.483,3.925,1,0
2750 Dwight Way,0,0,37.865593,-122.251832,0,1914,0.613,3.975,4,1
2751 Peppertree Dr,2,2,38.275976,-122.012357,936,799,30.943,4.025,1,0
2763 Garber St,0,0,37.860993,-122.251463,0,1583,0.883,3.925,1,0
28 Domingo Ave,0,0,37.857408,-122.244128,0,2650,1.316,3.975,1,1
2801 Cherry,2,4,37.85971,-122.253156,1150,1375,0.922,3.95,2,0
2801 College Ave,0,0,37.859684,-122.253026,0,1618,0.926,3.95,2,0
2801 Fulton St,0,0,37.858786,-122.263897,0,1269,0.95,4.05,4,0
2801 Telegraph Ave,0,0,37.859435,-122.258847,0,3800,0.874,4,2,0
2803 Hillegass Ave,0,0,37.85968,-122.255501,0,1500,0.884,3.975,2,0
2803 Park St,0,0,37.855376,-122.282716,0,2208,1.717,4.125,6,1
2803 Parker St,0,0,37.864216,-122.251115,0,2208,0.71,3.95,1,0
2805 Telegraph Ave,0,0,37.859386,-122.259019,0,3800,0.878,4.025,2,0
2806 Regent St,0,0,37.85942,-122.257332,0,2436,0.883,3.975,2,0
2807 Shattuck Ave,0,0,37.858302,-122.266537,0,2204,1.027,4.05,3,0
2808 Grant St,0,0,37.857315,-122.27339,0,800,1.273,4.1,4,0
2810 Cherry St,0,0,37.859432,-122.252546,0,2395,0.953,3.975,2,0
2810 Hillegass,0,1,37.859853,-122.256449,0,2995,0.861,3.975,2,0
2811 Channing Way,0,0,37.86836,-122.251234,0,2629,0.519,4.025,0,0
2813 Shattuck Ave,0,0,37.858179,-122.266644,0,1015,1.037,4.025,3,0
2814 California St,0,0,37.856569,-122.277762,0,2741,1.466,4.075,3,1
2814 College Ave,0,0,37.859397,-122.253635,0,2030,0.933,3.95,2,0
2815 Channing Way,0,0,37.868186,-122.251071,0,2695,0.533,4.025,3,1
2817 College Ave,0,0,37.859136,-122.252932,0,1527,0.963,4,2,0
2817 College ave.,0,1,37.859714,-122.253947,0,1895,0.906,3.95,2,0
2817 Regent St,0,0,37.859082,-122.256598,0,1320,0.912,3.975,2,0
2817 Telegraph Ave,0,0,37.858945,-122.258945,0,2093,0.908,4,2,0
2817 Woolsey St,0,0,37.854522,-122.249521,0,1750,1.329,3.95,2,1
2818 Benvenue Ave,0,0,37.859187,-122.254856,0,2369,0.926,3.95,2,0
2818 Telegraph Ave,0,0,37.859124,-122.25947,0,1369,0.895,4.025,2,0
2819 Derby St,0,0,37.862448,-122.250464,0,3619,0.828,3.95,1,0
2821 Hillegass Ave,0,0,37.859203,-122.255349,0,2895,0.918,3.975,2,0
2821 Hillegass Avenue,1,2,37.859337,-122.255452,644,1397,0.908,3.975,2,0
2822 San Pablo Ave,0,0,37.855163,-122.288067,0,1750,1.952,4.125,4,1
2823 Cherry St,0,0,37.859034,-122.251892,0,2994,0.992,4.025,2,0
2828 College Ave,0,0,37.858847,-122.253582,0,2234,0.969,4,2,0
2829 Prince St,0,0,37.855369,-122.248929,0,2025,1.29,3.9,2,1
2830 Sacramento St,0,2,37.85656,-122.280028,0,1050,1.553,4.175,6,1
2835 California St,0,0,37.855944,-122.277037,0,1208,1.471,4.075,3,1
2875 California St,0,0,37.855672,-122.277015,0,1443,1.485,4.05,3,1
288 Whitmore,1,1,37.833463,-122.252212,675,2185,2.694,4.05,2,0
2901 Channing Way,0,0,37.868081,-122.250404,0,1187,0.568,3.925,1,0
2901 Claremont Ave,0,0,37.858868,-122.244444,0,1776,1.228,4.025,1,0
2901 Claremont Ave.,0,1,37.858905,-122.244455,0,2900,1.226,4.025,1,0
2901 Claremont Ave.,0,2,37.858926,-122.244479,0,1450,1.224,4.025,1,0
2901 Regent St,0,0,37.857867,-122.256736,0,2335,0.993,4.05,2,0
2902 Wheeler St,0,0,37.856711,-122.265068,0,950,1.105,4.025,3,0
2903 Dwight Way,0,0,37.866259,-122.249057,0,2519,0.698,4.125,1,2
2904 Wheeler St,0,0,37.856762,-122.264926,0,950,1.099,4.025,3,0
2906 Wheeler St,0,0,37.856743,-122.264904,0,950,1.1,4.025,3,0
2910 Adeline St,0,0,37.855951,-122.269197,0,1599,1.235,4.025,2,0
2910 Fulton St,0,0,37.856632,-122.263987,0,2562,1.095,4.025,3,0
2910 Regent St,0,0,37.857435,-122.257394,0,1262,1.018,4.05,2,0
2910 Wheeler St,0,0,37.856542,-122.265032,0,2059,1.116,4.025,3,0
2911 Deakin St,0,0,37.856872,-122.262257,0,2444,1.062,4.05,3,0
2911 Fulton St,0,0,37.85673,-122.26334,0,1750,1.081,4.05,3,0
2912 Claremont Ave,0,0,37.858437,-122.24541,0,2082,1.216,4.025,1,0
2912 Fulton St,0,0,37.856494,-122.263958,0,1969,1.104,4.025,3,0
2912 Harper St,0,0,37.855365,-122.272614,0,914,1.36,4.075,3,0
2912 Newbury St,0,0,37.85602,-122.267779,0,2642,1.199,4.025,2,0
2912 Otis St,0,0,37.855689,-122.270453,0,1925,1.282,4.05,3,0
2915 Dohr St,0,0,37.853898,-122.280726,0,1850,1.711,4.05,6,1
2915 Fulton St,0,0,37.856593,-122.263311,0,1852,1.09,4.025,3,0
2915 Harper St,0,0,37.85536,-122.271976,0,1523,1.342,4.075,3,0
2915 Stanton St,0,0,37.854223,-122.279947,0,1624,1.666,4.05,6,1
2916 Hillegass Ave,0,0,37.857434,-122.25603,0,1666,1.029,4.05,2,0
2917 Shattuck Ave,0,0,37.856102,-122.266282,0,1750,1.165,4.025,3,0
2918 Deakin St,0,0,37.856514,-122.262826,0,2659,1.091,4.025,3,0
2918 Ellis St,0,0,37.855058,-122.27363,0,1400,1.408,4.075,3,0
2918 Florence St,0,0,37.857073,-122.258698,0,2750,1.038,4.05,2,0
2918 Regent St,0,0,37.85709,-122.257319,0,1262,1.042,4.05,2,0
2919 Hillegass Ave,0,0,37.85752,-122.25527,0,1370,1.032,3.975,2,0
2920 Deakin St,0,0,37.856381,-122.262798,0,2647,1.1,4.025,3,0
2920 Wheeler St,0,0,37.856275,-122.264979,0,1200,1.133,4.025,3,0
2921 Fulton St,0,0,37.856322,-122.263256,0,3200,1.108,4.025,3,0
2922 Otis St,0,0,37.855389,-122.27042,0,1929,1.299,4.05,3,0
2923 Florence St,0,0,37.856976,-122.257925,0,1448,1.047,4.05,2,0
2923 Florence St.,1,1,37.856592,-122.258499,650,1795,1.071,4.05,2,0
2923 Otis St,0,0,37.85546,-122.269813,0,1813,1.28,4.05,3,0
2923 Wheeler St,0,0,37.856207,-122.264344,0,1950,1.128,4.025,3,0
2924 Claremont Ave,0,0,37.858265,-122.245456,0,1827,1.224,4,2,0
2924 Florence St,0,0,37.856952,-122.258681,0,1827,1.046,4.05,2,0
2924 Sacramento St,0,2,37.854672,-122.279637,0,1400,1.631,4.1,6,1
2925 Dohr St,0,0,37.853765,-122.280677,0,1218,1.716,4.05,6,1
2925 Ellis St,0,0,37.854877,-122.272977,0,1929,1.399,4.075,3,0
2925 Harper St,0,0,37.854856,-122.27217,0,3600,1.377,4.05,4,0
2925 Mabel St,0,0,37.853191,-122.283446,0,1081,1.849,4.125,6,1
2925 Regent St,0,0,37.857108,-122.256518,0,1992,1.047,4.025,2,0
2925 Wheeler St,0,0,37.856105,-122.26432,0,1664,1.135,4.025,3,0
2925 Wheeler st,0,2,37.856759,-122.265307,0,1200,1.105,4.025,3,0
2926 Lorina St,0,0,37.855935,-122.26585,0,2875,1.169,4.025,2,0
2926 Stanton St,0,1,37.853661,-122.280192,0,1650,1.703,4.05,6,1
2927 Harper St,0,0,37.854966,-122.271935,0,3600,1.364,4.05,4,0
2927 Lorina St,0,0,37.856018,-122.265311,0,2431,1.155,4.025,2,0
2929 Harper St,0,0,37.854813,-122.271918,0,2645,1.373,4.05,4,0
2930 Adeline St,0,0,37.855381,-122.269424,0,1595,1.275,4.025,2,0
2931 Stanton St,0,0,37.854004,-122.279891,0,1650,1.675,4.05,6,1
2950 Dohr St,0,0,37.853502,-122.281046,0,900,1.743,4.1,7,1
2963 Linden Street,2,3,37.857826,-122.250479,1608,1500,1.101,3.95,2,0
2nd ave at Ceres street,1,1,38.052974,-122.223866,1002,1600,12.625,3.775,3,1
30 Domingo Ave,0,0,37.857256,-122.244139,0,2634,1.323,3.975,1,1
300 Caldecott Ln,1,1,37.85666,-122.221141,773,2400,2.351,4.075,2,0
3000 Claremont Ave,0,0,37.855915,-122.247289,0,2005,1.3,3.925,2,1
3001 College Ave,0,0,37.855494,-122.252578,0,2845,1.206,3.975,2,2
3001 Deakin St,0,0,37.855613,-122.262195,0,2410,1.147,4,4,1
3005 Ellis St,0,0,37.853775,-122.272864,0,2350,1.461,4.025,3,0
3007 Fulton St,0,0,37.855387,-122.263179,0,2000,1.171,4.025,4,1
3008 Dana St,0,0,37.854875,-122.258843,0,2182,1.189,4,3,1
3008 Mabel St,0,0,37.852333,-122.283931,0,1100,1.91,4.125,6,1
3012 Deakin St,0,0,37.85524,-122.262666,0,1850,1.176,4.025,4,1
3015 San Pablo ave,2,2,37.851736,-122.286876,1155,1997,2.054,4.1,6,1
3015 San Pablo AVe,2,2,44.0612,-123.1555,1155,1997,429.637,4,1,1
3017 Fulton St,0,0,37.85511,-122.263229,0,1900,1.19,4.025,4,1
3018 Deakin St,0,0,37.855035,-122.262627,0,2466,1.19,4,3,1
3018 Fulton St,0,0,37.854957,-122.263701,0,1472,1.205,4.025,3,1
3019 Bateman St,0,0,37.854983,-122.255597,0,2150,1.2,4,3,1
3019 Hillegass Ave,0,0,37.855054,-122.254615,0,1575,1.206,3.975,3,1
3020 Benvenue Ave,0,0,37.854994,-122.254194,0,1485,1.215,3.975,3,2
3020 College Ave,0,0,37.855136,-122.253162,0,1650,1.22,3.95,3,2
3021 Dana St,0,0,37.854515,-122.258367,0,903,1.215,4,3,1
3021 Shattuck Ave,0,0,37.854453,-122.265977,0,1878,1.268,4,3,1
3024 Deakin St,0,0,37.854826,-122.262584,0,1345,1.204,4.025,3,1
3025 Adeline St,0,0,37.854446,-122.268794,0,1269,1.32,4.025,3,1
3028 Colby St,0,0,37.854475,-122.257722,0,2225,1.22,4,3,1
3030 Regent St,0,0,37.854348,-122.256672,0,1958,1.234,4,3,1
3034 Dohr St,0,0,37.851984,-122.280446,0,1000,1.8,4.025,5,1
3039 Ellis St,0,0,37.852513,-122.272839,0,1800,1.536,4.025,3,0
3040 Telegraph Ave,0,0,37.854709,-122.259961,0,1511,1.2,4.025,3,1
3041 Sacramento St,0,0,37.85194,-122.278502,0,1361,1.737,3.975,6,0
3042 Fulton St,0,0,37.854055,-122.26351,0,2309,1.264,4,3,1
3042 Telegraph Ave,0,0,37.854429,-122.260334,0,1000,1.22,4,4,1
3043 Sacramento St,0,0,37.851903,-122.278451,0,1361,1.737,3.975,6,0
3046 College Ave,0,0,37.854364,-122.253094,0,2675,1.272,3.975,3,2
3047 Sacramento St,0,0,37.851805,-122.278482,0,1361,1.744,3.975,6,0
3048 Halcyon Ct,1,1,37.854102,-122.261172,950,2200,1.245,4,3,1
3048 Halcyon Ct,1,1,37.854109,-122.261198,950,2200,1.245,4,3,1
3049 Sacramento St,0,0,37.851671,-122.278392,0,1361,1.748,4,6,0
3050 college,3,4,37.854675,-122.253349,3400,1875,1.248,3.975,3,2
3051 Dohr St,0,0,37.851471,-122.279822,0,1269,1.807,4.025,5,0
3053 Dohr St,0,0,37.851353,-122.279796,0,1450,1.812,4.025,5,0
3055 Dana St,0,0,37.853424,-122.258179,0,2800,1.29,4,3,1
306 LEE STREET,1,1,37.811361,-122.255988,700,2495,4.194,4.125,1,0
306 LEE STREET,1,1,37.811362,-122.257128,700,2495,4.191,4.125,1,0
306 LEE STREET,1,1,37.811513,-122.25601,700,2495,4.183,4.125,1,0
307 Lee Street,0,1,37.811174,-122.256525,0,2250,4.205,4.125,1,0
3100 College Ave,0,0,37.853649,-122.252969,0,3198,1.322,3.95,3,2
3101 Shattuck Ave,0,0,37.852985,-122.265917,0,1300,1.365,4,3,1
3102 California St,0,0,37.851475,-122.276693,0,2040,1.706,3.95,5,0
3103 California St,0,1,37.851682,-122.277068,0,1650,1.706,4,5,0
3109 Telegraph Ave,0,0,37.853366,-122.259886,0,3045,1.293,3.975,2,1
3110 College Ave,0,0,37.853361,-122.253034,0,1810,1.34,3.95,3,3
3111 Harper St,0,0,37.851978,-122.271651,0,1300,1.54,4.025,3,0
3112 Deakin St,0,0,37.853084,-122.262229,0,1533,1.32,4.05,3,1
3114 Ellis St,0,0,37.851627,-122.273271,0,2104,1.601,4,3,0
3120 Ellis St,0,0,37.851428,-122.273169,0,1350,1.611,4,3,0
3120 Telegraph Ave,0,0,37.853133,-122.260579,0,2068,1.31,4.025,3,1
3125 College Ave,0,0,37.852943,-122.252325,0,1464,1.378,3.95,2,3
3125 College Ave,0,1,37.85295,-122.252276,0,1895,1.378,3.95,2,3
3131 College Ave,0,0,37.852804,-122.252312,0,2673,1.388,3.95,2,3
3131 King St,0,0,37.85098,-122.273767,0,1421,1.653,4.025,3,0
3132 College Ave,0,0,37.852591,-122.253151,0,589,1.389,3.95,3,3
3134 King St,0,0,37.850768,-122.274214,0,3200,1.678,4.025,3,0
3135 Sacramento St,0,0,37.850272,-122.277943,0,2500,1.813,3.975,6,0
3138 California St,0,0,37.850436,-122.276667,0,2743,1.766,3.975,5,0
3138 Ellis St,0,0,37.850709,-122.273161,0,1748,1.655,4.025,3,0
3140 College Ave,0,0,37.852315,-122.253126,0,1799,1.408,3.95,3,3
3140 Ellis St,0,0,37.850549,-122.273154,0,1937,1.664,4.025,3,0
3141 College Ave,0,0,37.852453,-122.252278,0,1675,1.411,3.95,2,3
3145 College Ave,0,0,37.852245,-122.252258,0,2081,1.425,3.95,2,3
3151 Eton Ave,0,0,37.852579,-122.250086,0,2081,1.441,3.925,2,2
319 The Spiral,3,4,37.897489,-122.256949,1806,1150,1.756,4.025,3,0
3200 College Ave,0,0,37.851067,-122.252752,0,2030,1.497,3.95,2,3
3205 California St,0,0,37.849635,-122.275753,0,1900,1.787,3.975,5,0
3205 College Ave,0,1,37.851614,-122.25308,0,1950,1.456,3.95,2,3
3214 California St,0,0,37.849314,-122.276251,0,1903,1.82,3.975,5,0
3215 King Street,1,2,37.850645,-122.273669,1000,1700,1.671,4.025,3,0
3216 Baker St,0,0,37.849361,-122.28028,0,1885,1.938,4,4,0
3218 Boise St,0,0,37.84907,-122.281121,0,740,1.981,4.025,5,0
3219 Idaho St,0,0,37.848997,-122.28145,0,670,1.996,4,4,0
322 Monte Vista Avenue,0,2,37.822684,-122.249572,0,1350,3.451,4.05,0,0
323 Alcatraz Ave,0,1,37.851326,-122.25418,0,2195,1.462,3.95,2,2
3237 California St,0,0,37.848612,-122.275625,0,2132,1.845,4,5,0
3244 Ellis St,0,0,37.848709,-122.27279,0,2312,1.77,4.025,3,0
3302 California St,0,0,37.847873,-122.275935,0,1012,1.898,4,5,0
3310 Powell St,0,1,37.840292,-122.314568,0,1500,3.727,3.575,5,0
3337 King St,0,0,37.8472,-122.272971,0,2100,1.87,4.075,4,0
3366 Mt Diablo Blvd,1,1,37.894424,-122.107475,750,1970,8.45,3.675,2,0
3380 Adeline St,0,0,37.847083,-122.27263,0,1764,1.87,4.075,4,0
340 Panoramic Way,0,0,37.869113,-122.245444,0,1583,0.794,3.95,5,2
3445 San Pablo Dam Rd.,1,1,37.963481,-122.323449,445,1150,7.207,4,1,0
345 south 27th St.,0,2,37.927395,-122.343781,0,800,5.981,3.675,5,1
3452 La Mesa Dr,0,4,37.654182,-122.032292,2400,800,19.509,3.875,2,0
3569 Brook Street,0,1,37.887911,-122.121288,0,1850,7.632,3.95,2,0
36 Panoramic Way,0,0,37.868116,-122.248878,0,1150,0.641,4.1,1,2
360 Panoramic Way,1,1,37.868996,-122.245377,300,1850,0.8,3.95,5,2
365 Perkins Street,0,1,37.811389,-122.255375,0,2345,4.193,4.125,1,0
365 Perkins Street,0,1,37.811835,-122.255516,0,2345,4.162,4.125,1,0
37th at west,2,2,37.826827,-122.27248,1200,900,3.203,4.05,2,1
3840 MARTIN LUTHER KING JR,1,2,37.828244,-122.269413,950,1125,3.073,4.05,1,0
3900 Adeline,0,1,37.829935,-122.279278,0,2450,3.104,4.1,4,0
392 Orange Street,0,2,37.81726,-122.25579,0,1325,3.788,4.2,1,0
3921 Harrison Street,0,1,37.821809,-122.251353,0,2295,3.497,4.125,0,0
3921 Harrison Street,0,1,37.821992,-122.2499,0,2250,3.496,4.15,0,0
4 Anchor Drive,1,1,37.837954,-122.307379,851,2395,3.523,3.625,3,0
4 Rochdale Way,1,1,37.903743,-122.26558,750,2175,2.207,4.075,3,0
400 Orange St.,0,1,37.816805,-122.254608,0,2225,3.823,4.225,1,0
407 Orange St.,1,1,37.817209,-122.254808,980,2650,3.795,4.225,1,0
40th St at Hollis St,1,1,37.830281,-122.285778,788,2595,3.223,3.95,4,0
41 Cowper Ave,0,2,37.8927,-122.2761,0,2250,1.686,3.975,1,0
4141 Stevenson Blvd,1,1,37.539286,-121.974354,620,1913,27.765,3.925,0,0
41st Street at Adeline Street,0,1,37.832427,-122.27838,0,2850,2.925,4.05,3,1
41st street at market,0,1,37.8365,-122.2804,0,1850,2.709,4.025,3,1
4205 market st,1,1,37.832531,-122.273746,525,1750,2.839,4.075,1,0
425 orange St,2,2,37.8126,-122.2443,1000,1350,4.187,3.875,1,0
431 Lee street,0,1,37.810343,-122.256866,0,2150,4.262,4.125,1,0
440 Moraga Way,1,1,37.858913,-122.163355,650,1700,5.333,3.725,1,1
4436 Hyacinth Avenue,1,2,37.789387,-122.187002,1300,1737,6.947,3.675,2,0
4555 Thornton Ave.,0,1,37.554234,-122.017001,0,2130,25.633,4.05,1,0
461 24 street,1,1,37.813607,-122.267082,300,1450,4.056,4.075,4,1
473 Alcatraz Ave,0,2,37.850019,-122.259614,0,1350,1.523,3.95,2,2
473 Alcatraz Ave,0,1,37.850112,-122.259647,0,1700,1.517,3.95,2,2
473 Alcatraz Ave,0,2,37.850154,-122.259614,0,1300,1.514,3.95,2,2
48th at Telegraph,2,3,37.834926,-122.26358,1000,933,2.574,4.125,0,0
49 Marina Lakes Drive,1,1,37.912907,-122.340951,700,1850,5.268,3.875,4,1
5 Acacia Ave,0,0,37.90072,-122.268859,0,1675,2.039,4.15,2,1
5 Admiral Way,1,1,37.837368,-122.302504,667,2095,3.358,3.725,3,0
500 Canyon Oaks Dr.,0,2,37.772155,-122.148661,0,1375,9.18,4.075,5,0
5071 wilmont ct,0,4,37.962437,-121.808445,2700,612,25.418,3.5,3,1
5115 Shattuck Ave,1,2,37.837659,-122.264695,890,1400,2.393,4.075,0,0
52 Panoramic Way,0,0,37.867515,-122.24806,0,2500,0.7,3.95,4,1
535 Pierce ST,2,2,37.89322,-122.30702,1170,1625,2.979,3.825,3,0
535 Pierce ST,2,2,37.893703,-122.306886,1170,1625,2.989,3.825,3,0
535 Pierce ST,2,2,37.89372,-122.306993,1170,1625,2.995,3.95,1,0
54 Panoramic Way,0,0,37.867585,-122.247825,0,2800,0.709,4.1,0,0
540 alcatraz ave,0,1,37.8502,-122.262036,0,1700,1.517,4,3,1
5540 Doyle Street,0,1,37.838988,-122.286994,1050,3375,2.735,3.9,3,1
555 Pierce St,2,2,37.892503,-122.306758,1150,1300,2.943,3.875,4,0
557 Spruce St,0,0,37.900466,-122.26985,0,3500,2.037,4.075,3,1
5630 Shattuck,1,1,37.841963,-122.265242,700,2000,2.103,4.2,1,0
574 48th St at Shattuck,1,2,37.835451,-122.265005,1113,1600,2.546,4.125,0,0
57th Street at Gaskill,0,2,37.840869,-122.279549,0,1150,2.418,4.025,5,1
5838 Birch Ct,0,2,37.846825,-122.250495,0,1500,1.811,3.975,0,2
5838 San Pablo Ave.,1,2,37.841491,-122.282937,1000,1300,2.471,3.95,5,1
5838 San Pablo Ave.,1,2,37.841541,-122.28289,1000,1300,2.466,3.95,5,1
585 9 street,1,1,37.8071,-122.2851,780,2600,4.697,4.175,2,0
585 9th St. at Clay,2,2,37.801884,-122.276416,993,1725,4.931,4.1,2,1
585 9th St. at Clay St.,1,1,37.801994,-122.276394,966,3000,4.923,4.1,2,1
5900 Martin Luther King Jr. Way,1,2,37.844393,-122.270343,700,1200,2.002,4.15,3,0
5918 Bromley Ave,2,4,37.766737,-122.196381,1700,625,8.045,4.25,1,0
59th at San Pablo Avenue,1,1,37.842106,-122.282842,1000,3500,2.432,3.95,5,1
59th St at Adeline,1,2,37.844126,-122.27388,700,987,2.084,4.175,3,0
59th st at Marshall st,1,1,37.842426,-122.28488,550,1250,2.474,3.9,5,1
5th at Dwight,0,2,37.860133,-122.296522,1500,1875,2.188,4.025,5,1
5th St at delaware,1,1,37.870365,-122.299461,565,2300,2.19,4,1,2
5th street at delaware,1,1,37.870416,-122.299397,565,2300,2.186,3.95,1,2
6 Admiral Drive,1,1,37.837369,-122.302505,650,1999,3.358,3.725,3,0
6019 Shattuck Ave,1,2,37.846236,-122.265717,600,1000,1.817,4.125,2,1
6114 Shattuck Ave,0,2,37.84754,-122.265985,0,1125,1.731,4,3,1
615 Canyon Oaks Drive,2,2,37.773196,-122.145704,1125,1500,9.234,4.025,5,0
62nd Street at King Street,2,3,37.846826,-122.27378,2100,1400,1.911,4.05,4,0
6350 Christie Avenue,1,1,37.841061,-122.295086,643,2990,2.894,3.875,5,1
6363 Christie Avenue,2,2,37.839826,-122.29488,1144,2000,2.951,3.85,5,1
64 Panoramic Way,0,0,37.868298,-122.248314,0,2258,0.664,4.1,2,2
6400 Christie Ave,1,1,37.844026,-122.29558,745,2350,2.766,3.9,3,1
641 Adams,0,1,37.895149,-122.301276,0,1700,2.784,4.05,2,0
6466 Hollis Street,0,2,37.846026,-122.29153,1300,1600,2.512,3.95,4,1
6500 Donal Ave,1,1,37.918088,-122.310771,560,1580,4.233,3.925,0,0
651 Addison Street,1,1,37.865903,-122.301595,851,2875,2.343,4.125,1,2
65th St. at Shattuck,1,1,37.850426,-122.26638,900,2000,1.542,4,3,1
66 Panoramic Way,0,0,37.86843,-122.248457,0,2639,0.653,4,2,2
6616 Telegraph Ave,0,1,37.852308,-122.260796,0,1699,1.367,4.025,3,1
67th St at San Pablo Ave,0,2,37.849629,-122.288368,1339,1600,2.214,4.1,7,0
690 61st Street,1,2,37.846542,-122.268727,640,1247,1.834,4.075,4,0
700 Lincoln Village Circle,1,1,37.948557,-122.506747,708,2567,14.504,3.975,2,2
7357 STOCKTON AVE.,0,3,37.912013,-122.29798,0,1150,3.465,4,4,1
76 Arden Rd,0,0,37.869673,-122.247521,0,1523,0.674,3.975,1,2
792 60th Street at Martin Luther King,1,2,37.845359,-122.270472,880,1475,1.94,4.1,4,0
808 12th street Unit 3 at West,1,2,37.806768,-122.28077,900,1147,4.654,4.125,2,1
812 Allston Way,0,0,37.864884,-122.29721,0,3000,2.123,3.95,4,1
814 Lexington Ave,0,1,37.908695,-122.304651,0,1100,3.531,3.9,4,1
8158 Terrace Dr.,2,3,37.91582,-122.289611,1600,1266,3.436,4.05,4,0
828 San Pablo Avenue,0,1,37.892215,-122.299425,0,1895,2.587,3.825,3,0
830 36th St,1,2,37.943983,-122.332981,1200,1050,6.381,4,2,1
830 East 28th Street at Park Blvd,0,2,37.802537,-122.237555,0,1450,4.945,4.05,4,0
833 - 54th Street at Martin Luther King,1,2,37.83853,-122.272661,900,1487,2.425,4.15,1,0
833 - 54th Street at Martin Luther King,1,2,37.838581,-122.272789,900,1487,2.424,4.125,1,0
833 - 54th Street at Martin Luther King,1,2,37.838649,-122.272382,900,1487,2.413,4.15,1,0
834 7th St. Richmond,0,3,37.945314,-122.362525,0,533,7.563,4.075,3,0
834 Bancroft Way,0,0,37.863435,-122.295455,0,2725,2.056,3.95,3,1
838 Hearst Ave,0,0,37.869195,-122.297451,0,1450,2.086,3.95,1,2
839 Channing Way,0,0,37.862136,-122.29505,0,1775,2.063,4.075,5,2
844 Page Street,0,1,37.876479,-122.300456,0,1600,2.261,4.15,6,0
851 Cedar St,0,0,37.874332,-122.299343,0,1400,2.185,4,4,0
853 Cedar St,0,0,37.874389,-122.299279,0,1400,2.182,4.15,5,0
86 Lakeshore Court,2,2,37.911385,-122.345394,1015,1275,5.422,3.8,1,0
901 Page St,0,0,37.876937,-122.299229,0,2029,2.199,4.1,6,0
901 Shorepoint Court,1,1,37.764228,-122.27228,700,2145,7.473,3.875,3,1
906 Channing Way,0,0,37.861821,-122.294172,0,2295,2.026,4.1,5,2
